split,class_name,class_id,fold_name,fold,part,subject_id,clip_id,video_id,video_dir,frame_index,frame_name,frame_path
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,0,0_0000.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0000.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,1,0_0001.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0001.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,2,0_0002.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0002.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,3,0_0003.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0003.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,4,0_0004.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0004.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,5,0_0005.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0005.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,6,0_0006.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0006.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,7,0_0007.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0007.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,8,0_0008.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0008.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,9,0_0009.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0009.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,10,0_0010.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0010.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,11,0_0011.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0011.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,12,0_0012.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0012.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,13,0_0013.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0013.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,14,0_0014.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0014.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,15,0_0015.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0015.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,16,0_0016.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0016.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,17,0_0017.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0017.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,18,0_0018.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0018.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,19,0_0019.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0019.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,20,0_0020.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0020.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,21,0_0021.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0021.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,22,0_0022.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0022.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,23,0_0023.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0023.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,24,0_0024.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0024.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,25,0_0025.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0025.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,26,0_0026.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0026.jpg
train,alert,0,Fold1_part1,1,1,01,0,Fold1_part1__Fold1_part1__01__0,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0,27,0_0027.jpg,C:\Users\allen\Desktop\新建文件夹\AD4DBR-main\codes on 100-Driver\data\utarldd\images\train\alert\Fold1_part1__Fold1_part1__01__0\0_0027.jpg
